"","team","team_name","year","total","home","away","week","weekly_attendance"
"5879","Seattle","Seahawks",2010,1009483,535942,473541,14,69732
"5880","Seattle","Seahawks",2010,1009483,535942,473541,15,67101
"5881","Seattle","Seahawks",2010,1009483,535942,473541,16,46576
"5882","Seattle","Seahawks",2010,1009483,535942,473541,17,67325
"5883","St. Louis","Rams",2010,911195,423383,487812,1,52440
"5884","St. Louis","Rams",2010,911195,423383,487812,2,48396
"5885","St. Louis","Rams",2010,911195,423383,487812,3,52370
"5886","St. Louis","Rams",2010,911195,423383,487812,4,52326
"5887","St. Louis","Rams",2010,911195,423383,487812,5,55714
"5888","St. Louis","Rams",2010,911195,423383,487812,6,52472
"5889","St. Louis","Rams",2010,911195,423383,487812,7,42020
"5890","St. Louis","Rams",2010,911195,423383,487812,8,52281
"5891","St. Louis","Rams",2010,911195,423383,487812,9,NA
"5892","St. Louis","Rams",2010,911195,423383,487812,10,69732
"5893","St. Louis","Rams",2010,911195,423383,487812,11,53005
"5894","St. Louis","Rams",2010,911195,423383,487812,12,72736
"5895","St. Louis","Rams",2010,911195,423383,487812,13,61874
"5896","St. Louis","Rams",2010,911195,423383,487812,14,70015
"5897","St. Louis","Rams",2010,911195,423383,487812,15,55669
"5898","St. Louis","Rams",2010,911195,423383,487812,16,52820
"5899","St. Louis","Rams",2010,911195,423383,487812,17,67325
"5900","Tampa Bay","Buccaneers",2010,937014,394513,542501,1,47211
"5901","Tampa Bay","Buccaneers",2010,937014,394513,542501,2,72577
"5902","Tampa Bay","Buccaneers",2010,937014,394513,542501,3,61036
"5903","Tampa Bay","Buccaneers",2010,937014,394513,542501,4,NA
"5904","Tampa Bay","Buccaneers",2010,937014,394513,542501,5,63888
"5905","Tampa Bay","Buccaneers",2010,937014,394513,542501,6,51759
"5906","Tampa Bay","Buccaneers",2010,937014,394513,542501,7,42020
"5907","Tampa Bay","Buccaneers",2010,937014,394513,542501,8,61857
"5908","Tampa Bay","Buccaneers",2010,937014,394513,542501,9,67266
"5909","Tampa Bay","Buccaneers",2010,937014,394513,542501,10,44264
"5910","Tampa Bay","Buccaneers",2010,937014,394513,542501,11,69732
"5911","Tampa Bay","Buccaneers",2010,937014,394513,542501,12,70989
"5912","Tampa Bay","Buccaneers",2010,937014,394513,542501,13,53955
"5913","Tampa Bay","Buccaneers",2010,937014,394513,542501,14,66124
"5914","Tampa Bay","Buccaneers",2010,937014,394513,542501,15,47692
"5915","Tampa Bay","Buccaneers",2010,937014,394513,542501,16,46576
"5916","Tampa Bay","Buccaneers",2010,937014,394513,542501,17,70068
"5917","Tennessee","Titans",2010,1114265,553144,561121,1,69143
"5918","Tennessee","Titans",2010,1114265,553144,561121,2,69143
"5919","Tennessee","Titans",2010,1114265,553144,561121,3,78386
"5920","Tennessee","Titans",2010,1114265,553144,561121,4,69143
"5921","Tennessee","Titans",2010,1114265,553144,561121,5,90616
"5922","Tennessee","Titans",2010,1114265,553144,561121,6,63625
"5923","Tennessee","Titans",2010,1114265,553144,561121,7,69143
"5924","Tennessee","Titans",2010,1114265,553144,561121,8,59260
"5925","Tennessee","Titans",2010,1114265,553144,561121,9,NA
"5926","Tennessee","Titans",2010,1114265,553144,561121,10,65585
"5927","Tennessee","Titans",2010,1114265,553144,561121,11,69143
"5928","Tennessee","Titans",2010,1114265,553144,561121,12,70855
"5929","Tennessee","Titans",2010,1114265,553144,561121,13,69143
"5930","Tennessee","Titans",2010,1114265,553144,561121,14,69143
"5931","Tennessee","Titans",2010,1114265,553144,561121,15,69143
"5932","Tennessee","Titans",2010,1114265,553144,561121,16,65606
"5933","Tennessee","Titans",2010,1114265,553144,561121,17,67188
"5934","Washington","Redskins",2010,1193756,665380,528376,1,90670
"5935","Washington","Redskins",2010,1193756,665380,528376,2,88240
"5936","Washington","Redskins",2010,1193756,665380,528376,3,52370
"5937","Washington","Redskins",2010,1193756,665380,528376,4,69144
"5938","Washington","Redskins",2010,1193756,665380,528376,5,87760
"5939","Washington","Redskins",2010,1193756,665380,528376,6,87883
"5940","Washington","Redskins",2010,1193756,665380,528376,7,62155
"5941","Washington","Redskins",2010,1193756,665380,528376,8,46329
"5942","Washington","Redskins",2010,1193756,665380,528376,9,NA
"5943","Washington","Redskins",2010,1193756,665380,528376,10,84912
"5944","Washington","Redskins",2010,1193756,665380,528376,11,69143
"5945","Washington","Redskins",2010,1193756,665380,528376,12,83602
"5946","Washington","Redskins",2010,1193756,665380,528376,13,78861
"5947","Washington","Redskins",2010,1193756,665380,528376,14,66124
"5948","Washington","Redskins",2010,1193756,665380,528376,15,86904
"5949","Washington","Redskins",2010,1193756,665380,528376,16,63470
"5950","Washington","Redskins",2010,1193756,665380,528376,17,76189
"5951","Arizona","Cardinals",2011,1001663,489455,512208,1,60627
"5952","Arizona","Cardinals",2011,1001663,489455,512208,2,76330
"5953","Arizona","Cardinals",2011,1001663,489455,512208,3,66199
"5954","Arizona","Cardinals",2011,1001663,489455,512208,4,60496
"5955","Arizona","Cardinals",2011,1001663,489455,512208,5,62479
"5956","Arizona","Cardinals",2011,1001663,489455,512208,6,NA
"5957","Arizona","Cardinals",2011,1001663,489455,512208,7,62475
"5958","Arizona","Cardinals",2011,1001663,489455,512208,8,71022
"5959","Arizona","Cardinals",2011,1001663,489455,512208,9,60628
"5960","Arizona","Cardinals",2011,1001663,489455,512208,10,69144
"5961","Arizona","Cardinals",2011,1001663,489455,512208,11,69732
"5962","Arizona","Cardinals",2011,1001663,489455,512208,12,56029
"5963","Arizona","Cardinals",2011,1001663,489455,512208,13,62180
"5964","Arizona","Cardinals",2011,1001663,489455,512208,14,60808
"5965","Arizona","Cardinals",2011,1001663,489455,512208,15,60443
"5966","Arizona","Cardinals",2011,1001663,489455,512208,16,41273
"5967","Arizona","Cardinals",2011,1001663,489455,512208,17,61798
"5968","Atlanta","Falcons",2011,1073420,551892,521528,1,62115
"5969","Atlanta","Falcons",2011,1073420,551892,521528,2,69608
"5970","Atlanta","Falcons",2011,1073420,551892,521528,3,46995
"5971","Atlanta","Falcons",2011,1073420,551892,521528,4,66266
"5972","Atlanta","Falcons",2011,1073420,551892,521528,5,69576
"5973","Atlanta","Falcons",2011,1073420,551892,521528,6,69047
"5974","Atlanta","Falcons",2011,1073420,551892,521528,7,63625
"5975","Atlanta","Falcons",2011,1073420,551892,521528,8,NA
"5976","Atlanta","Falcons",2011,1073420,551892,521528,9,65218
"5977","Atlanta","Falcons",2011,1073420,551892,521528,10,70359
"5978","Atlanta","Falcons",2011,1073420,551892,521528,11,68164
"5979","Atlanta","Falcons",2011,1073420,551892,521528,12,68115
"5980","Atlanta","Falcons",2011,1073420,551892,521528,13,71545
"5981","Atlanta","Falcons",2011,1073420,551892,521528,14,72680
"5982","Atlanta","Falcons",2011,1073420,551892,521528,15,68856
"5983","Atlanta","Falcons",2011,1073420,551892,521528,16,73084
"5984","Atlanta","Falcons",2011,1073420,551892,521528,17,68167
"5985","Baltimore","Ravens",2011,1083902,569792,514110,1,71434
"5986","Baltimore","Ravens",2011,1083902,569792,514110,2,69143
"5987","Baltimore","Ravens",2011,1083902,569792,514110,3,56289
"5988","Baltimore","Ravens",2011,1083902,569792,514110,4,71247
"5989","Baltimore","Ravens",2011,1083902,569792,514110,5,NA
"5990","Baltimore","Ravens",2011,1083902,569792,514110,6,71154
"5991","Baltimore","Ravens",2011,1083902,569792,514110,7,62976
"5992","Baltimore","Ravens",2011,1083902,569792,514110,8,71022
"5993","Baltimore","Ravens",2011,1083902,569792,514110,9,64851
"5994","Baltimore","Ravens",2011,1083902,569792,514110,10,66522
"5995","Baltimore","Ravens",2011,1083902,569792,514110,11,71320
"5996","Baltimore","Ravens",2011,1083902,569792,514110,12,71345
"5997","Baltimore","Ravens",2011,1083902,569792,514110,13,63648
"5998","Baltimore","Ravens",2011,1083902,569792,514110,14,71187
"5999","Baltimore","Ravens",2011,1083902,569792,514110,15,67242
"6000","Baltimore","Ravens",2011,1083902,569792,514110,16,71083
"6001","Baltimore","Ravens",2011,1083902,569792,514110,17,63439
"6002","Buffalo","Bills",2011,1032609,490443,542166,1,68755
"6003","Buffalo","Bills",2011,1032609,490443,542166,2,68191
"6004","Buffalo","Bills",2011,1032609,490443,542166,3,68174
"6005","Buffalo","Bills",2011,1032609,490443,542166,4,41142
"6006","Buffalo","Bills",2011,1032609,490443,542166,5,69803
"6007","Buffalo","Bills",2011,1032609,490443,542166,6,79243
"6008","Buffalo","Bills",2011,1032609,490443,542166,7,NA
"6009","Buffalo","Bills",2011,1032609,490443,542166,8,51579
"6010","Buffalo","Bills",2011,1032609,490443,542166,9,70133
"6011","Buffalo","Bills",2011,1032609,490443,542166,10,85157
"6012","Buffalo","Bills",2011,1032609,490443,542166,11,57531
"6013","Buffalo","Bills",2011,1032609,490443,542166,12,79088
"6014","Buffalo","Bills",2011,1032609,490443,542166,13,56463
"6015","Buffalo","Bills",2011,1032609,490443,542166,14,62494
"6016","Buffalo","Bills",2011,1032609,490443,542166,15,60988
"6017","Buffalo","Bills",2011,1032609,490443,542166,16,45112
"6018","Buffalo","Bills",2011,1032609,490443,542166,17,68756
"6019","Carolina","Panthers",2011,1098587,578342,520245,1,60627
"6020","Carolina","Panthers",2011,1098587,578342,520245,2,73167
"6021","Carolina","Panthers",2011,1098587,578342,520245,3,71704
"6022","Carolina","Panthers",2011,1098587,578342,520245,4,62135
"6023","Carolina","Panthers",2011,1098587,578342,520245,5,72679
"6024","Carolina","Panthers",2011,1098587,578342,520245,6,69047
"6025","Carolina","Panthers",2011,1098587,578342,520245,7,73245
"6026","Carolina","Panthers",2011,1098587,578342,520245,8,72095
"6027","Carolina","Panthers",2011,1098587,578342,520245,9,NA
"6028","Carolina","Panthers",2011,1098587,578342,520245,10,72409
"6029","Carolina","Panthers",2011,1098587,578342,520245,11,63633
"6030","Carolina","Panthers",2011,1098587,578342,520245,12,63928
"6031","Carolina","Panthers",2011,1098587,578342,520245,13,56270
"6032","Carolina","Panthers",2011,1098587,578342,520245,14,72680
"6033","Carolina","Panthers",2011,1098587,578342,520245,15,71540
"6034","Carolina","Panthers",2011,1098587,578342,520245,16,70363
"6035","Carolina","Panthers",2011,1098587,578342,520245,17,73065
"6036","Chicago","Bears",2011,1053343,497166,556177,1,62115
"6037","Chicago","Bears",2011,1053343,497166,556177,2,73019
"6038","Chicago","Bears",2011,1053343,497166,556177,3,62339
"6039","Chicago","Bears",2011,1053343,497166,556177,4,62135
"6040","Chicago","Bears",2011,1053343,497166,556177,5,67861
"6041","Chicago","Bears",2011,1053343,497166,556177,6,62322
"6042","Chicago","Bears",2011,1053343,497166,556177,7,76981
"6043","Chicago","Bears",2011,1053343,497166,556177,8,NA
"6044","Chicago","Bears",2011,1053343,497166,556177,9,69144
"6045","Chicago","Bears",2011,1053343,497166,556177,10,62396
"6046","Chicago","Bears",2011,1053343,497166,556177,11,62344
"6047","Chicago","Bears",2011,1053343,497166,556177,12,59244
"6048","Chicago","Bears",2011,1053343,497166,556177,13,61973
"6049","Chicago","Bears",2011,1053343,497166,556177,14,76487
"6050","Chicago","Bears",2011,1053343,497166,556177,15,61542
"6051","Chicago","Bears",2011,1053343,497166,556177,16,70574
"6052","Chicago","Bears",2011,1053343,497166,556177,17,62867
"6053","Cincinnati","Bengals",2011,923005,394009,528996,1,67321
"6054","Cincinnati","Bengals",2011,923005,394009,528996,2,73281
"6055","Cincinnati","Bengals",2011,923005,394009,528996,3,43363
"6056","Cincinnati","Bengals",2011,923005,394009,528996,4,41142
"6057","Cincinnati","Bengals",2011,923005,394009,528996,5,61799
"6058","Cincinnati","Bengals",2011,923005,394009,528996,6,52068
"6059","Cincinnati","Bengals",2011,923005,394009,528996,7,NA
"6060","Cincinnati","Bengals",2011,923005,394009,528996,8,66004
"6061","Cincinnati","Bengals",2011,923005,394009,528996,9,69143
"6062","Cincinnati","Bengals",2011,923005,394009,528996,10,63262
"6063","Cincinnati","Bengals",2011,923005,394009,528996,11,71320
"6064","Cincinnati","Bengals",2011,923005,394009,528996,12,48260
"6065","Cincinnati","Bengals",2011,923005,394009,528996,13,63697
"6066","Cincinnati","Bengals",2011,923005,394009,528996,14,41202
"6067","Cincinnati","Bengals",2011,923005,394009,528996,15,56431
"6068","Cincinnati","Bengals",2011,923005,394009,528996,16,41273
"6069","Cincinnati","Bengals",2011,923005,394009,528996,17,63439
"6070","Cleveland","Browns",2011,1030992,526874,504118,1,67321
"6071","Cleveland","Browns",2011,1030992,526874,504118,2,65035
"6072","Cleveland","Browns",2011,1030992,526874,504118,3,66651
"6073","Cleveland","Browns",2011,1030992,526874,504118,4,66240
"6074","Cleveland","Browns",2011,1030992,526874,504118,5,NA
"6075","Cleveland","Browns",2011,1030992,526874,504118,6,57300
"6076","Cleveland","Browns",2011,1030992,526874,504118,7,66350
"6077","Cleveland","Browns",2011,1030992,526874,504118,8,69732
"6078","Cleveland","Browns",2011,1030992,526874,504118,9,71511
"6079","Cleveland","Browns",2011,1030992,526874,504118,10,64900
"6080","Cleveland","Browns",2011,1030992,526874,504118,11,63498
"6081","Cleveland","Browns",2011,1030992,526874,504118,12,48260
"6082","Cleveland","Browns",2011,1030992,526874,504118,13,63648
"6083","Cleveland","Browns",2011,1030992,526874,504118,14,60754
"6084","Cleveland","Browns",2011,1030992,526874,504118,15,60443
"6085","Cleveland","Browns",2011,1030992,526874,504118,16,71083
"6086","Cleveland","Browns",2011,1030992,526874,504118,17,68266
"6087","Dallas","Cowboys",2011,1258971,684096,574875,1,78702
"6088","Dallas","Cowboys",2011,1258971,684096,574875,2,69732
"6089","Dallas","Cowboys",2011,1258971,684096,574875,3,91017
"6090","Dallas","Cowboys",2011,1258971,684096,574875,4,78122
"6091","Dallas","Cowboys",2011,1258971,684096,574875,5,NA
"6092","Dallas","Cowboys",2011,1258971,684096,574875,6,68756
"6093","Dallas","Cowboys",2011,1258971,684096,574875,7,80086
"6094","Dallas","Cowboys",2011,1258971,684096,574875,8,69144
"6095","Dallas","Cowboys",2011,1258971,684096,574875,9,81510
"6096","Dallas","Cowboys",2011,1258971,684096,574875,10,85157
"6097","Dallas","Cowboys",2011,1258971,684096,574875,11,80122
"6098","Dallas","Cowboys",2011,1258971,684096,574875,12,87418
"6099","Dallas","Cowboys",2011,1258971,684096,574875,13,62180
"6100","Dallas","Cowboys",2011,1258971,684096,574875,14,95952
"6101","Dallas","Cowboys",2011,1258971,684096,574875,15,65162
"6102","Dallas","Cowboys",2011,1258971,684096,574875,16,84834
"6103","Dallas","Cowboys",2011,1258971,684096,574875,17,81077
"6104","Denver","Broncos",2011,1109610,602618,506992,1,75671
"6105","Denver","Broncos",2011,1109610,602618,506992,2,73281
"6106","Denver","Broncos",2011,1109610,602618,506992,3,69143
"6107","Denver","Broncos",2011,1109610,602618,506992,4,70529
"6108","Denver","Broncos",2011,1109610,602618,506992,5,74895
"6109","Denver","Broncos",2011,1109610,602618,506992,6,NA
"6110","Denver","Broncos",2011,1109610,602618,506992,7,63800
"6111","Denver","Broncos",2011,1109610,602618,506992,8,74977
"6112","Denver","Broncos",2011,1109610,602618,506992,9,58125
"6113","Denver","Broncos",2011,1109610,602618,506992,10,72908
"6114","Denver","Broncos",2011,1109610,602618,506992,11,74746
"6115","Denver","Broncos",2011,1109610,602618,506992,12,64436
"6116","Denver","Broncos",2011,1109610,602618,506992,13,62939
"6117","Denver","Broncos",2011,1109610,602618,506992,14,76487
"6118","Denver","Broncos",2011,1109610,602618,506992,15,76556
"6119","Denver","Broncos",2011,1109610,602618,506992,16,45112
"6120","Denver","Broncos",2011,1109610,602618,506992,17,76005
"6121","Detroit","Lions",2011,1041580,509940,531640,1,51274
"6122","Detroit","Lions",2011,1041580,509940,531640,2,60040
"6123","Detroit","Lions",2011,1041580,509940,531640,3,62466
"6124","Detroit","Lions",2011,1041580,509940,531640,4,78122
"6125","Detroit","Lions",2011,1041580,509940,531640,5,67861
"6126","Detroit","Lions",2011,1041580,509940,531640,6,62061
"6127","Detroit","Lions",2011,1041580,509940,531640,7,63625
"6128","Detroit","Lions",2011,1041580,509940,531640,8,74977
"6129","Detroit","Lions",2011,1041580,509940,531640,9,NA
"6130","Detroit","Lions",2011,1041580,509940,531640,10,62396
"6131","Detroit","Lions",2011,1041580,509940,531640,11,63633
"6132","Detroit","Lions",2011,1041580,509940,531640,12,66263
"6133","Detroit","Lions",2011,1041580,509940,531640,13,73042
"6134","Detroit","Lions",2011,1041580,509940,531640,14,63988
"6135","Detroit","Lions",2011,1041580,509940,531640,15,59069
"6136","Detroit","Lions",2011,1041580,509940,531640,16,62469
"6137","Detroit","Lions",2011,1041580,509940,531640,17,70294
"6138","Green Bay","Packers",2011,1123023,564097,558926,1,70555
"6139","Green Bay","Packers",2011,1123023,564097,558926,2,73167
"6140","Green Bay","Packers",2011,1123023,564097,558926,3,62339
"6141","Green Bay","Packers",2011,1123023,564097,558926,4,70529
"6142","Green Bay","Packers",2011,1123023,564097,558926,5,69576
"6143","Green Bay","Packers",2011,1123023,564097,558926,6,70604
"6144","Green Bay","Packers",2011,1123023,564097,558926,7,63946
"6145","Green Bay","Packers",2011,1123023,564097,558926,8,NA
"6146","Green Bay","Packers",2011,1123023,564097,558926,9,68908
"6147","Green Bay","Packers",2011,1123023,564097,558926,10,70519
"6148","Green Bay","Packers",2011,1123023,564097,558926,11,70498
"6149","Green Bay","Packers",2011,1123023,564097,558926,12,66263
"6150","Green Bay","Packers",2011,1123023,564097,558926,13,80634
"6151","Green Bay","Packers",2011,1123023,564097,558926,14,70524
"6152","Green Bay","Packers",2011,1123023,564097,558926,15,74093
"6153","Green Bay","Packers",2011,1123023,564097,558926,16,70574
"6154","Green Bay","Packers",2011,1123023,564097,558926,17,70294
"6155","Houston","Texans",2011,1059702,571969,487733,1,71444
"6156","Houston","Texans",2011,1059702,571969,487733,2,51032
"6157","Houston","Texans",2011,1059702,571969,487733,3,73002
"6158","Houston","Texans",2011,1059702,571969,487733,4,71585
"6159","Houston","Texans",2011,1059702,571969,487733,5,71420
"6160","Houston","Texans",2011,1059702,571969,487733,6,71154
"6161","Houston","Texans",2011,1059702,571969,487733,7,69143
"6162","Houston","Texans",2011,1059702,571969,487733,8,71412
"6163","Houston","Texans",2011,1059702,571969,487733,9,71511
"6164","Houston","Texans",2011,1059702,571969,487733,10,56037
"6165","Houston","Texans",2011,1059702,571969,487733,11,NA
"6166","Houston","Texans",2011,1059702,571969,487733,12,62004
"6167","Houston","Texans",2011,1059702,571969,487733,13,71545
"6168","Houston","Texans",2011,1059702,571969,487733,14,41202
"6169","Houston","Texans",2011,1059702,571969,487733,15,71540
"6170","Houston","Texans",2011,1059702,571969,487733,16,64159
"6171","Houston","Texans",2011,1059702,571969,487733,17,71512
"6172","Indianapolis","Colts",2011,1050690,518627,532063,1,71444
"6173","Indianapolis","Colts",2011,1050690,518627,532063,2,65035
"6174","Indianapolis","Colts",2011,1050690,518627,532063,3,66309
"6175","Indianapolis","Colts",2011,1050690,518627,532063,4,63972
"6176","Indianapolis","Colts",2011,1050690,518627,532063,5,65088
"6177","Indianapolis","Colts",2011,1050690,518627,532063,6,52068
"6178","Indianapolis","Colts",2011,1050690,518627,532063,7,73012
"6179","Indianapolis","Colts",2011,1050690,518627,532063,8,69143
"6180","Indianapolis","Colts",2011,1050690,518627,532063,9,65218
"6181","Indianapolis","Colts",2011,1050690,518627,532063,10,64619
"6182","Indianapolis","Colts",2011,1050690,518627,532063,11,NA
"6183","Indianapolis","Colts",2011,1050690,518627,532063,12,63928
"6184","Indianapolis","Colts",2011,1050690,518627,532063,13,68756
"6185","Indianapolis","Colts",2011,1050690,518627,532063,14,71187
"6186","Indianapolis","Colts",2011,1050690,518627,532063,15,64271
"6187","Indianapolis","Colts",2011,1050690,518627,532063,16,64159
"6188","Indianapolis","Colts",2011,1050690,518627,532063,17,62481
"6189","Jacksonville","Jaguars",2011,1049655,498655,551000,1,61619
"6190","Jacksonville","Jaguars",2011,1049655,498655,551000,2,78834
"6191","Jacksonville","Jaguars",2011,1049655,498655,551000,3,71704
"6192","Jacksonville","Jaguars",2011,1049655,498655,551000,4,62471
"6193","Jacksonville","Jaguars",2011,1049655,498655,551000,5,61799
"6194","Jacksonville","Jaguars",2011,1049655,498655,551000,6,62934
"6195","Jacksonville","Jaguars",2011,1049655,498655,551000,7,62976
"6196","Jacksonville","Jaguars",2011,1049655,498655,551000,8,71412
"6197","Jacksonville","Jaguars",2011,1049655,498655,551000,9,NA
"6198","Jacksonville","Jaguars",2011,1049655,498655,551000,10,64619
"6199","Jacksonville","Jaguars",2011,1049655,498655,551000,11,63498
"6200","Jacksonville","Jaguars",2011,1049655,498655,551000,12,62004
"6201","Jacksonville","Jaguars",2011,1049655,498655,551000,13,62743
"6202","Jacksonville","Jaguars",2011,1049655,498655,551000,14,62562
"6203","Jacksonville","Jaguars",2011,1049655,498655,551000,15,68856
"6204","Jacksonville","Jaguars",2011,1049655,498655,551000,16,69143
"6205","Jacksonville","Jaguars",2011,1049655,498655,551000,17,62481
"6206","Kansas City","Chiefs",2011,1107206,576659,530547,1,68755
"6207","Kansas City","Chiefs",2011,1107206,576659,530547,2,60040
"6208","Kansas City","Chiefs",2011,1107206,576659,530547,3,62236
"6209","Kansas City","Chiefs",2011,1107206,576659,530547,4,72931
"6210","Kansas City","Chiefs",2011,1107206,576659,530547,5,65088
"6211","Kansas City","Chiefs",2011,1107206,576659,530547,6,NA
"6212","Kansas City","Chiefs",2011,1107206,576659,530547,7,57361
"6213","Kansas City","Chiefs",2011,1107206,576659,530547,8,72733
"6214","Kansas City","Chiefs",2011,1107206,576659,530547,9,72263
"6215","Kansas City","Chiefs",2011,1107206,576659,530547,10,72908
"6216","Kansas City","Chiefs",2011,1107206,576659,530547,11,68756
"6217","Kansas City","Chiefs",2011,1107206,576659,530547,12,72173
"6218","Kansas City","Chiefs",2011,1107206,576659,530547,13,61973
"6219","Kansas City","Chiefs",2011,1107206,576659,530547,14,79088
"6220","Kansas City","Chiefs",2011,1107206,576659,530547,15,74093
"6221","Kansas City","Chiefs",2011,1107206,576659,530547,16,70803
"6222","Kansas City","Chiefs",2011,1107206,576659,530547,17,76005
"6223","Miami","Dolphins",2011,1064381,487089,577292,1,66860
"6224","Miami","Dolphins",2011,1064381,487089,577292,2,51032
"6225","Miami","Dolphins",2011,1064381,487089,577292,3,66651
"6226","Miami","Dolphins",2011,1064381,487089,577292,4,63002
"6227","Miami","Dolphins",2011,1064381,487089,577292,5,NA
"6228","Miami","Dolphins",2011,1064381,487089,577292,6,78912
"6229","Miami","Dolphins",2011,1064381,487089,577292,7,63800
"6230","Miami","Dolphins",2011,1064381,487089,577292,8,79302
"6231","Miami","Dolphins",2011,1064381,487089,577292,9,72263
"6232","Miami","Dolphins",2011,1064381,487089,577292,10,57007
"6233","Miami","Dolphins",2011,1064381,487089,577292,11,57531
"6234","Miami","Dolphins",2011,1064381,487089,577292,12,87418
"6235","Miami","Dolphins",2011,1064381,487089,577292,13,57225
"6236","Miami","Dolphins",2011,1064381,487089,577292,14,67823
"6237","Miami","Dolphins",2011,1064381,487089,577292,15,60988
"6238","Miami","Dolphins",2011,1064381,487089,577292,16,68756
"6239","Miami","Dolphins",2011,1064381,487089,577292,17,65811
"6240","Minnesota","Vikings",2011,1047585,502529,545056,1,66716
"6241","Minnesota","Vikings",2011,1047585,502529,545056,2,62461
"6242","Minnesota","Vikings",2011,1047585,502529,545056,3,62466
"6243","Minnesota","Vikings",2011,1047585,502529,545056,4,72931
"6244","Minnesota","Vikings",2011,1047585,502529,545056,5,62479
"6245","Minnesota","Vikings",2011,1047585,502529,545056,6,62322
"6246","Minnesota","Vikings",2011,1047585,502529,545056,7,63946
"6247","Minnesota","Vikings",2011,1047585,502529,545056,8,72095
"6248","Minnesota","Vikings",2011,1047585,502529,545056,9,NA
"6249","Minnesota","Vikings",2011,1047585,502529,545056,10,70519
"6250","Minnesota","Vikings",2011,1047585,502529,545056,11,62748
"6251","Minnesota","Vikings",2011,1047585,502529,545056,12,68115
"6252","Minnesota","Vikings",2011,1047585,502529,545056,13,62939
"6253","Minnesota","Vikings",2011,1047585,502529,545056,14,63988
"6254","Minnesota","Vikings",2011,1047585,502529,545056,15,62623
"6255","Minnesota","Vikings",2011,1047585,502529,545056,16,68370
"6256","Minnesota","Vikings",2011,1047585,502529,545056,17,62867
"6257","New England","Patriots",2011,1114691,550048,564643,1,66860
"6258","New England","Patriots",2011,1114691,550048,564643,2,68756
"6259","New England","Patriots",2011,1114691,550048,564643,3,68174
"6260","New England","Patriots",2011,1114691,550048,564643,4,62572
"6261","New England","Patriots",2011,1114691,550048,564643,5,68756
"6262","New England","Patriots",2011,1114691,550048,564643,6,68756
"6263","New England","Patriots",2011,1114691,550048,564643,7,NA
"6264","New England","Patriots",2011,1114691,550048,564643,8,64424
"6265","New England","Patriots",2011,1114691,550048,564643,9,68756
"6266","New England","Patriots",2011,1114691,550048,564643,10,79088
"6267","New England","Patriots",2011,1114691,550048,564643,11,68756
"6268","New England","Patriots",2011,1114691,550048,564643,12,69144
"6269","New England","Patriots",2011,1114691,550048,564643,13,68756
"6270","New England","Patriots",2011,1114691,550048,564643,14,77825
"6271","New England","Patriots",2011,1114691,550048,564643,15,76556
"6272","New England","Patriots",2011,1114691,550048,564643,16,68756
"6273","New England","Patriots",2011,1114691,550048,564643,17,68756
"6274","New Orleans","Saints",2011,1105934,584335,521599,1,70555
"6275","New Orleans","Saints",2011,1105934,584335,521599,2,73019
"6276","New Orleans","Saints",2011,1105934,584335,521599,3,73002
"6277","New Orleans","Saints",2011,1105934,584335,521599,4,62471
"6278","New Orleans","Saints",2011,1105934,584335,521599,5,72679
"6279","New Orleans","Saints",2011,1105934,584335,521599,6,56590
"6280","New Orleans","Saints",2011,1105934,584335,521599,7,73012
"6281","New Orleans","Saints",2011,1105934,584335,521599,8,57179
"6282","New Orleans","Saints",2011,1105934,584335,521599,9,73043
"6283","New Orleans","Saints",2011,1105934,584335,521599,10,70359
"6284","New Orleans","Saints",2011,1105934,584335,521599,11,NA
"6285","New Orleans","Saints",2011,1105934,584335,521599,12,73068
"6286","New Orleans","Saints",2011,1105934,584335,521599,13,73042
"6287","New Orleans","Saints",2011,1105934,584335,521599,14,69143
"6288","New Orleans","Saints",2011,1105934,584335,521599,15,62623
"6289","New Orleans","Saints",2011,1105934,584335,521599,16,73084
"6290","New Orleans","Saints",2011,1105934,584335,521599,17,73065
"6291","New York","Giants",2011,1232157,635800,596357,1,80121
"6292","New York","Giants",2011,1232157,635800,596357,2,78290
"6293","New York","Giants",2011,1232157,635800,596357,3,69144
"6294","New York","Giants",2011,1232157,635800,596357,4,60496
"6295","New York","Giants",2011,1232157,635800,596357,5,78650
"6296","New York","Giants",2011,1232157,635800,596357,6,79243
"6297","New York","Giants",2011,1232157,635800,596357,7,NA
"6298","New York","Giants",2011,1232157,635800,596357,8,79302
"6299","New York","Giants",2011,1232157,635800,596357,9,68756
"6300","New York","Giants",2011,1232157,635800,596357,10,69732
"6301","New York","Giants",2011,1232157,635800,596357,11,79743
"6302","New York","Giants",2011,1232157,635800,596357,12,73068
"6303","New York","Giants",2011,1232157,635800,596357,13,80634
"6304","New York","Giants",2011,1232157,635800,596357,14,95952
"6305","New York","Giants",2011,1232157,635800,596357,15,78861
"6306","New York","Giants",2011,1232157,635800,596357,16,79088
"6307","New York","Giants",2011,1232157,635800,596357,17,81077
"6308","New York","Jets",2011,1187392,631888,555504,1,78702
"6309","New York","Jets",2011,1187392,631888,555504,2,78834
"6310","New York","Jets",2011,1187392,631888,555504,3,61546
"6311","New York","Jets",2011,1187392,631888,555504,4,71247
"6312","New York","Jets",2011,1187392,631888,555504,5,68756
